template_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
832ad5d0,0.17222175,0.23113611,-0.22485721,-0.10016292,-0.25640434,0.24132466,-0.09205751,0.022037081,-0.0825602,0.002705358,-0.09829991,0.0039577633,-0.109571844,-0.039630935,0.13623181,0.15790069,-0.056781195,-0.1393332,0.093615465,0.053970233,0.17545184,-0.3873492,0.029616598,0.12866297,0.05317086,-0.181795,0.10003184,-0.14820993,-0.41370568,0.08026226,-0.22774257,0.0050931275
9ebf1c9b,0.17222175,0.23113611,-0.22485721,-0.10016292,-0.25640434,0.24132466,-0.09205751,0.022037081,-0.0825602,0.002705358,-0.09829991,0.0039577633,-0.109571844,-0.039630935,0.13623181,0.15790069,-0.056781195,-0.1393332,0.093615465,0.053970233,0.17545184,-0.3873492,0.029616598,0.12866297,0.05317086,-0.181795,0.10003184,-0.14820993,-0.41370568,0.08026226,-0.22774257,0.0050931275
33a7fe87,0.17222175,0.23113611,-0.22485721,-0.10016292,-0.25640434,0.24132466,-0.09205751,0.022037081,-0.0825602,0.002705358,-0.09829991,0.0039577633,-0.109571844,-0.039630935,0.13623181,0.15790069,-0.056781195,-0.1393332,0.093615465,0.053970233,0.17545184,-0.3873492,0.029616598,0.12866297,0.05317086,-0.181795,0.10003184,-0.14820993,-0.41370568,0.08026226,-0.22774257,0.0050931275
0cb83fc1,0.17222175,0.23113611,-0.22485721,-0.10016292,-0.25640434,0.24132466,-0.09205751,0.022037081,-0.0825602,0.002705358,-0.09829991,0.0039577633,-0.109571844,-0.039630935,0.13623181,0.15790069,-0.056781195,-0.1393332,0.093615465,0.053970233,0.17545184,-0.3873492,0.029616598,0.12866297,0.05317086,-0.181795,0.10003184,-0.14820993,-0.41370568,0.08026226,-0.22774257,0.0050931275
b470c3d0,0.025973782,0.11130263,-0.09288797,-0.137045,-0.26975846,0.09702036,-0.07766452,0.18745849,-0.21786758,-0.18952268,-0.13465264,0.15289067,0.018624708,-0.18886498,0.24643081,0.23344882,-0.14718318,-0.107334316,0.013116745,0.18859518,0.11820785,-0.29821402,-0.24179636,0.2571175,-0.03922199,-0.25844452,0.02629815,0.015356291,-0.2532779,0.026167631,-0.3091649,-0.047839075
43b5caf2,0.17222175,0.23113611,-0.22485721,-0.10016292,-0.25640434,0.24132466,-0.09205751,0.022037081,-0.0825602,0.002705358,-0.09829991,0.0039577633,-0.109571844,-0.039630935,0.13623181,0.15790069,-0.056781195,-0.1393332,0.093615465,0.053970233,0.17545184,-0.3873492,0.029616598,0.12866297,0.05317086,-0.181795,0.10003184,-0.14820993,-0.41370568,0.08026226,-0.22774257,0.0050931275
a465a306,0.17222175,0.23113611,-0.22485721,-0.10016292,-0.25640434,0.24132466,-0.09205751,0.022037081,-0.0825602,0.002705358,-0.09829991,0.0039577633,-0.109571844,-0.039630935,0.13623181,0.15790069,-0.056781195,-0.1393332,0.093615465,0.053970233,0.17545184,-0.3873492,0.029616598,0.12866297,0.05317086,-0.181795,0.10003184,-0.14820993,-0.41370568,0.08026226,-0.22774257,0.0050931275
19afe0f3,0.17222175,0.23113611,-0.22485721,-0.10016292,-0.25640434,0.24132466,-0.09205751,0.022037081,-0.0825602,0.002705358,-0.09829991,0.0039577633,-0.109571844,-0.039630935,0.13623181,0.15790069,-0.056781195,-0.1393332,0.093615465,0.053970233,0.17545184,-0.3873492,0.029616598,0.12866297,0.05317086,-0.181795,0.10003184,-0.14820993,-0.41370568,0.08026226,-0.22774257,0.0050931275
80cebd15,0.17222175,0.23113611,-0.22485721,-0.10016292,-0.25640434,0.24132466,-0.09205751,0.022037081,-0.0825602,0.002705358,-0.09829991,0.0039577633,-0.109571844,-0.039630935,0.13623181,0.15790069,-0.056781195,-0.1393332,0.093615465,0.053970233,0.17545184,-0.3873492,0.029616598,0.12866297,0.05317086,-0.181795,0.10003184,-0.14820993,-0.41370568,0.08026226,-0.22774257,0.0050931275
f4773be4,0.025973782,0.11130263,-0.09288797,-0.137045,-0.26975846,0.09702036,-0.07766452,0.18745849,-0.21786758,-0.18952268,-0.13465264,0.15289067,0.018624708,-0.18886498,0.24643081,0.23344882,-0.14718318,-0.107334316,0.013116745,0.18859518,0.11820785,-0.29821402,-0.24179636,0.2571175,-0.03922199,-0.25844452,0.02629815,0.015356291,-0.2532779,0.026167631,-0.3091649,-0.047839075
b2739fbf,0.17222175,0.23113611,-0.22485721,-0.10016292,-0.25640434,0.24132466,-0.09205751,0.022037081,-0.0825602,0.002705358,-0.09829991,0.0039577633,-0.109571844,-0.039630935,0.13623181,0.15790069,-0.056781195,-0.1393332,0.093615465,0.053970233,0.17545184,-0.3873492,0.029616598,0.12866297,0.05317086,-0.181795,0.10003184,-0.14820993,-0.41370568,0.08026226,-0.22774257,0.0050931275
0a52d6b7,0.17222175,0.23113611,-0.22485721,-0.10016292,-0.25640434,0.24132466,-0.09205751,0.022037081,-0.0825602,0.002705358,-0.09829991,0.0039577633,-0.109571844,-0.039630935,0.13623181,0.15790069,-0.056781195,-0.1393332,0.093615465,0.053970233,0.17545184,-0.3873492,0.029616598,0.12866297,0.05317086,-0.181795,0.10003184,-0.14820993,-0.41370568,0.08026226,-0.22774257,0.0050931275
1cf05be9,0.025973782,0.11130263,-0.09288797,-0.137045,-0.26975846,0.09702036,-0.07766452,0.18745849,-0.21786758,-0.18952268,-0.13465264,0.15289067,0.018624708,-0.18886498,0.24643081,0.23344882,-0.14718318,-0.107334316,0.013116745,0.18859518,0.11820785,-0.29821402,-0.24179636,0.2571175,-0.03922199,-0.25844452,0.02629815,0.015356291,-0.2532779,0.026167631,-0.3091649,-0.047839075
fd02ca00,0.025973782,0.11130263,-0.09288797,-0.137045,-0.26975846,0.09702036,-0.07766452,0.18745849,-0.21786758,-0.18952268,-0.13465264,0.15289067,0.018624708,-0.18886498,0.24643081,0.23344882,-0.14718318,-0.107334316,0.013116745,0.18859518,0.11820785,-0.29821402,-0.24179636,0.2571175,-0.03922199,-0.25844452,0.02629815,0.015356291,-0.2532779,0.026167631,-0.3091649,-0.047839075
6309d070,0.17222175,0.23113611,-0.22485721,-0.10016292,-0.25640434,0.24132466,-0.09205751,0.022037081,-0.0825602,0.002705358,-0.09829991,0.0039577633,-0.109571844,-0.039630935,0.13623181,0.15790069,-0.056781195,-0.1393332,0.093615465,0.053970233,0.17545184,-0.3873492,0.029616598,0.12866297,0.05317086,-0.181795,0.10003184,-0.14820993,-0.41370568,0.08026226,-0.22774257,0.0050931275
e6ed8ccf,0.025973782,0.11130263,-0.09288797,-0.137045,-0.26975846,0.09702036,-0.07766452,0.18745849,-0.21786758,-0.18952268,-0.13465264,0.15289067,0.018624708,-0.18886498,0.24643081,0.23344882,-0.14718318,-0.107334316,0.013116745,0.18859518,0.11820785,-0.29821402,-0.24179636,0.2571175,-0.03922199,-0.25844452,0.02629815,0.015356291,-0.2532779,0.026167631,-0.3091649,-0.047839075
0c7206b2,0.025973782,0.11130263,-0.09288797,-0.137045,-0.26975846,0.09702036,-0.07766452,0.18745849,-0.21786758,-0.18952268,-0.13465264,0.15289067,0.018624708,-0.18886498,0.24643081,0.23344882,-0.14718318,-0.107334316,0.013116745,0.18859518,0.11820785,-0.29821402,-0.24179636,0.2571175,-0.03922199,-0.25844452,0.02629815,0.015356291,-0.2532779,0.026167631,-0.3091649,-0.047839075
a8fb8d16,0.025973782,0.11130263,-0.09288797,-0.137045,-0.26975846,0.09702036,-0.07766452,0.18745849,-0.21786758,-0.18952268,-0.13465264,0.15289067,0.018624708,-0.18886498,0.24643081,0.23344882,-0.14718318,-0.107334316,0.013116745,0.18859518,0.11820785,-0.29821402,-0.24179636,0.2571175,-0.03922199,-0.25844452,0.02629815,0.015356291,-0.2532779,0.026167631,-0.3091649,-0.047839075
4c2da2e3,0.17222175,0.23113611,-0.22485721,-0.10016292,-0.25640434,0.24132466,-0.09205751,0.022037081,-0.0825602,0.002705358,-0.09829991,0.0039577633,-0.109571844,-0.039630935,0.13623181,0.15790069,-0.056781195,-0.1393332,0.093615465,0.053970233,0.17545184,-0.3873492,0.029616598,0.12866297,0.05317086,-0.181795,0.10003184,-0.14820993,-0.41370568,0.08026226,-0.22774257,0.0050931275
1d5f5b9f,0.025973782,0.11130263,-0.09288797,-0.137045,-0.26975846,0.09702036,-0.07766452,0.18745849,-0.21786758,-0.18952268,-0.13465264,0.15289067,0.018624708,-0.18886498,0.24643081,0.23344882,-0.14718318,-0.107334316,0.013116745,0.18859518,0.11820785,-0.29821402,-0.24179636,0.2571175,-0.03922199,-0.25844452,0.02629815,0.015356291,-0.2532779,0.026167631,-0.3091649,-0.047839075
35240dfd,0.025973782,0.11130263,-0.09288797,-0.137045,-0.26975846,0.09702036,-0.07766452,0.18745849,-0.21786758,-0.18952268,-0.13465264,0.15289067,0.018624708,-0.18886498,0.24643081,0.23344882,-0.14718318,-0.107334316,0.013116745,0.18859518,0.11820785,-0.29821402,-0.24179636,0.2571175,-0.03922199,-0.25844452,0.02629815,0.015356291,-0.2532779,0.026167631,-0.3091649,-0.047839075
187f72ee,0.025973782,0.11130263,-0.09288797,-0.137045,-0.26975846,0.09702036,-0.07766452,0.18745849,-0.21786758,-0.18952268,-0.13465264,0.15289067,0.018624708,-0.18886498,0.24643081,0.23344882,-0.14718318,-0.107334316,0.013116745,0.18859518,0.11820785,-0.29821402,-0.24179636,0.2571175,-0.03922199,-0.25844452,0.02629815,0.015356291,-0.2532779,0.026167631,-0.3091649,-0.047839075
129f0cd2,0.025973782,0.11130263,-0.09288797,-0.137045,-0.26975846,0.09702036,-0.07766452,0.18745849,-0.21786758,-0.18952268,-0.13465264,0.15289067,0.018624708,-0.18886498,0.24643081,0.23344882,-0.14718318,-0.107334316,0.013116745,0.18859518,0.11820785,-0.29821402,-0.24179636,0.2571175,-0.03922199,-0.25844452,0.02629815,0.015356291,-0.2532779,0.026167631,-0.3091649,-0.047839075
